""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000004139"	185.104630553991	-0.0414726817911359	0.283432679081137	-0.146322865541075	0.883666516030237	0.959389681769213
"ENSG00000004142"	10851.1296941204	-0.115962027168242	0.178751854461257	-0.648731883189364	0.516511692438111	0.776660329076022
"ENSG00000004399"	3813.76723974577	0.338595282091215	0.211418065442669	1.60154375352107	0.109256537278688	0.393192725145652
"ENSG00000004455"	5172.96855855488	0.0624169566466013	0.143127675544465	0.43609285492246	0.662769360992808	0.857330265138262
"ENSG00000004468"	210.082522883477	0.478188222641499	0.478751135617506	0.998824205450122	0.317879858103866	0.631322851911821
"ENSG00000004478"	6500.89829990673	0.163472635307903	0.219989737614571	0.743092096388203	0.457425924396059	0.736433194668056
"ENSG00000004487"	1735.46398482382	0.344786536445683	0.155549281523016	2.2165742783882	0.0266521968722949	0.197501621845767
"ENSG00000004534"	2042.8332883757	0.239163526711993	0.150215309934053	1.5921381570027	0.111353665150552	0.396673544905377
"ENSG00000004660"	83.188709860467	0.30259919430585	0.309992748451658	0.976149267417589	0.328990499685776	0.639390164498075
"ENSG00000004700"	447.110638775435	-0.00430083164950148	0.291589994682128	-0.0147495858154871	0.988231959891206	0.995571531541003
"ENSG00000004766"	610.415414854537	-0.258202091859003	0.1599149257357	-1.61462159126876	0.106392666780821	0.387929781500476
"ENSG00000004776"	562.364019892025	0.0176379332000633	0.489852290305163	0.0360066361822568	0.971277067478757	0.989110710480481
"ENSG00000004777"	318.003036084154	0.678356091729789	0.254178602419052	2.66881667171737	0.00761189852485353	0.105580266326211
"ENSG00000004779"	2778.6691118869	0.185984287484509	0.209110139000923	0.889408272468738	0.373783700675329	0.674270485095135
"ENSG00000004799"	7619.54346015325	-0.327151471939805	0.490989213348726	-0.666310914874305	0.505212390444995	0.768180577129567
"ENSG00000004809"	2.90289096926694	-0.593100731797459	0.700869393094455	-0.84623574326569	0.397421245925415	0.691710176677464
"ENSG00000004838"	46.1031552424238	0.3865810405223	0.322058947199306	1.20034249594396	0.230006351904298	0.546239679424413
"ENSG00000004846"	6.88618672500519	1.82878692380093	0.698736241437692	2.61727790165584	0.00886341475963773	0.114568564116519
"ENSG00000004848"	0.6507456374725	1.99382490340578	0.859836854543114	2.31884094391979	0.0204036622286386	0.173131755395984
"ENSG00000004864"	5443.42925823966	-0.131043565595156	0.253884771097016	-0.516153706379975	0.605747060225667	0.826206024321403
"ENSG00000004866"	1641.55845085594	-0.234500756535801	0.155874241365125	-1.50442276082357	0.132472547372483	0.428315485185922
"ENSG00000004897"	1863.99161880306	-0.292209335599573	0.137116469315339	-2.13110312027911	0.033080647721811	0.221005281485662
"ENSG00000004939"	5.09019695911933	-1.22361807144207	0.579454378467051	-2.11167283726315	0.0347145203759646	0.225884446116469
"ENSG00000004948"	3.13671420772442	0.415123990544761	0.656447786454591	0.632379298263468	0.527139057976728	0.783827030158518
"ENSG00000004961"	907.662541661152	-0.134176720976418	0.16641206431742	-0.80629202892697	0.420074485519709	0.709402614452981
